Scenario,Watershed,LocationType,BMPType,SubArea,Year,Soil moisture onsite,ET onsite,Groundwater recharge onsite,Runoff onsite,TSS onsite,DN onsite,PN onsite,TN onsite,DP onsite,PP onsite,TP onsite,Soil carbon onsite,Biodiversity onsite,Runoff offsite,TSS offsite,DN offsite,PN offsite,TN offsite,DP offsite,PP offsite,TP offsite,BMP cost
Existing,Sample watershed,SubArea,VFST,6,2004,1.46,1.58,1.52,-4.08,-11.64,-10,-19.6,-13.84,-10,-20.6,-17.1,9.5,15.84,-0.07,-0.19,-0.16,-0.32,-0.22,-0.16,-0.33,-0.28,48.84
Conventional,Sample watershed,SubArea,VFST,6,2005,1.53,1.5,1.55,-4.12,-11.4,-9.8,-19.2,-13.56,-10.4,-19.6,-16.56,10.3,16,-0.07,-0.18,-0.16,-0.31,-0.22,-0.17,-0.32,-0.27,44.08
Existing,Sample watershed,SubArea,VFST,6,2005,1.46,1.58,1.49,-3.92,-12.12,-10.1,-20.6,-14.3,-10.1,-20.8,-17.27,9.6,15.68,-0.06,-0.2,-0.16,-0.33,-0.23,-0.16,-0.34,-0.28,48.2
Conventional,Sample watershed,SubArea,VFST,6,2006,1.56,1.46,1.58,-4.2,-12,-9.6,-19.8,-13.68,-10.3,-20.2,-16.93,10.2,15.2,-0.07,-0.19,-0.16,-0.32,-0.22,-0.17,-0.33,-0.27,61
Existing,Sample watershed,SubArea,VFST,6,2006,1.58,1.47,1.5,-4.12,-11.52,-10.2,-21,-14.52,-9.9,-21,-17.34,10.5,15.52,-0.07,-0.19,-0.17,-0.34,-0.24,-0.16,-0.34,-0.28,51.77
Conventional,Sample watershed,SubArea,VFST,6,2007,1.5,1.44,1.43,-3.8,-11.64,-10.5,-20.4,-14.46,-10.3,-19.4,-16.4,10.3,16.8,-0.06,-0.19,-0.17,-0.33,-0.23,-0.17,-0.31,-0.27,45.77
Existing,Sample watershed,SubArea,VFST,6,2007,1.49,1.43,1.47,-4.2,-12.48,-9.9,-19.8,-13.86,-10,-19,-16.03,10.3,15.2,-0.07,-0.2,-0.16,-0.32,-0.22,-0.16,-0.31,-0.26,62.43
Conventional,Sample watershed,SubArea,VFST,6,2008,1.52,1.5,1.58,-3.8,-11.4,-9.8,-20,-13.88,-9.6,-19.6,-16.3,10.3,16,-0.06,-0.18,-0.16,-0.32,-0.23,-0.16,-0.32,-0.26,52.37
Existing,Sample watershed,SubArea,VFST,6,2008,1.43,1.43,1.56,-3.92,-11.88,-10,-19.2,-13.68,-10,-20,-16.7,10.2,16.48,-0.06,-0.19,-0.16,-0.31,-0.22,-0.16,-0.32,-0.27,52.03
Conventional,Sample watershed,SubArea,VFST,6,2009,1.49,1.46,1.52,-4.08,-11.64,-9.5,-20.8,-14.02,-10.1,-20.2,-16.87,9.8,16,-0.07,-0.19,-0.15,-0.34,-0.23,-0.16,-0.33,-0.27,52.01
Existing,Sample watershed,SubArea,VFST,6,2009,1.52,1.56,1.52,-4.16,-11.52,-9.9,-19.2,-13.62,-9.5,-19.6,-16.27,9.6,15.2,-0.07,-0.19,-0.16,-0.31,-0.22,-0.15,-0.32,-0.26,58.07
Conventional,Sample watershed,SubArea,VFST,6,2010,1.55,1.47,1.53,-4.08,-11.76,-10.1,-19.8,-13.98,-9.6,-20.2,-16.7,10.2,15.84,-0.07,-0.19,-0.16,-0.32,-0.23,-0.16,-0.33,-0.27,63.96
Existing,Sample watershed,SubArea,VFST,6,2010,1.49,1.52,1.47,-4.04,-12.12,-10.1,-20.6,-14.3,-9.7,-20.2,-16.74,9.8,16.48,-0.07,-0.2,-0.16,-0.33,-0.23,-0.16,-0.33,-0.27,56.49
Conventional,Sample watershed,SubArea,VFST,7,2001,1.44,1.49,1.46,-4.2,-11.64,-10,-19,-13.6,-10.3,-20,-16.8,10.1,16.8,-0.09,-0.24,-0.21,-0.4,-0.28,-0.21,-0.42,-0.35,74.09
Existing,Sample watershed,SubArea,VFST,7,2001,1.46,1.58,1.56,-3.84,-12.48,-10.2,-20.6,-14.36,-9.7,-19.8,-16.47,10,16.64,-0.08,-0.26,-0.21,-0.43,-0.3,-0.2,-0.41,-0.34,70.57
Conventional,Sample watershed,SubArea,VFST,7,2002,1.46,1.49,1.56,-4.08,-12,-10.3,-19.2,-13.86,-10.2,-19.6,-16.5,9.6,16.64,-0.08,-0.25,-0.21,-0.4,-0.29,-0.21,-0.41,-0.34,81
Existing,Sample watershed,SubArea,VFST,7,2002,1.53,1.55,1.53,-4.12,-12,-9.8,-21,-14.28,-10.2,-20.6,-17.17,10.5,15.68,-0.09,-0.25,-0.2,-0.44,-0.3,-0.21,-0.43,-0.36,72.15
Conventional,Sample watershed,SubArea,VFST,7,2003,1.49,1.56,1.43,-4,-11.76,-10,-19,-13.6,-10.1,-20.8,-17.27,9.5,15.84,-0.08,-0.24,-0.21,-0.4,-0.28,-0.21,-0.43,-0.36,61.07
Existing,Sample watershed,SubArea,VFST,7,2003,1.46,1.56,1.43,-3.92,-11.76,-9.8,-20.4,-14.04,-9.9,-19.2,-16.13,10.2,15.68,-0.08,-0.24,-0.2,-0.42,-0.29,-0.21,-0.4,-0.34,79.87
Conventional,Sample watershed,SubArea,VFST,7,2004,1.56,1.49,1.49,-3.8,-12.48,-9.7,-21,-14.22,-9.6,-20.8,-17.1,9.8,15.2,-0.08,-0.26,-0.2,-0.44,-0.3,-0.2,-0.43,-0.36,72.59
Existing,Sample watershed,SubArea,VFST,7,2004,1.55,1.43,1.52,-4.16,-12.24,-9.7,-21,-14.22,-9.6,-19.2,-16.03,10.4,15.68,-0.09,-0.25,-0.2,-0.44,-0.3,-0.2,-0.4,-0.33,57.37
Conventional,Sample watershed,SubArea,VFST,7,2005,1.55,1.44,1.46,-4.08,-11.88,-9.6,-19.8,-13.68,-10,-21,-17.37,10.5,16,-0.08,-0.25,-0.2,-0.41,-0.28,-0.21,-0.44,-0.36,61.43
Existing,Sample watershed,SubArea,VFST,7,2005,1.44,1.46,1.53,-4.16,-11.64,-9.5,-19.8,-13.62,-10.1,-20.4,-17,10,15.2,-0.09,-0.24,-0.2,-0.41,-0.28,-0.21,-0.42,-0.35,71.45
Conventional,Sample watershed,SubArea,VFST,7,2006,1.46,1.58,1.49,-3.8,-11.76,-9.9,-19.2,-13.62,-10.4,-19.4,-16.43,10.1,15.52,-0.08,-0.24,-0.21,-0.4,-0.28,-0.22,-0.4,-0.34,66.99
Existing,Sample watershed,SubArea,VFST,7,2006,1.5,1.53,1.49,-3.88,-12.6,-9.7,-20,-13.82,-9.5,-20,-16.54,9.7,16.48,-0.08,-0.26,-0.2,-0.42,-0.29,-0.2,-0.42,-0.34,62.61
Conventional,Sample watershed,SubArea,VFST,7,2007,1.43,1.55,1.44,-4.16,-12,-10,-20.6,-14.24,-9.7,-19.2,-16.07,10.5,15.36,-0.09,-0.25,-0.21,-0.43,-0.3,-0.2,-0.4,-0.33,77.54
Existing,Sample watershed,SubArea,VFST,7,2007,1.56,1.43,1.56,-3.92,-11.52,-10.4,-20.6,-14.48,-10.3,-20.6,-17.2,10.3,15.2,-0.08,-0.24,-0.22,-0.43,-0.3,-0.21,-0.43,-0.36,67.99
Conventional,Sample watershed,SubArea,VFST,7,2008,1.49,1.44,1.49,-3.88,-12.6,-10.1,-20.2,-14.14,-9.5,-19.8,-16.4,9.7,16.8,-0.08,-0.26,-0.21,-0.42,-0.29,-0.2,-0.41,-0.34,58.01
Existing,Sample watershed,SubArea,VFST,7,2008,1.47,1.52,1.58,-3.8,-11.52,-10.1,-20,-14.06,-9.7,-20.4,-16.87,9.7,16.8,-0.08,-0.24,-0.21,-0.42,-0.29,-0.2,-0.42,-0.35,61.06
Conventional,Sample watershed,SubArea,VFST,7,2009,1.52,1.47,1.49,-3.92,-12.48,-10.3,-21,-14.58,-10.5,-19.2,-16.33,10.3,15.68,-0.08,-0.26,-0.21,-0.44,-0.3,-0.22,-0.4,-0.34,69.3
Existing,Sample watershed,SubArea,VFST,7,2009,1.58,1.49,1.44,-4.04,-11.52,-9.9,-19.4,-13.7,-9.7,-21,-17.27,10.4,15.68,-0.08,-0.24,-0.21,-0.4,-0.29,-0.2,-0.44,-0.36,65.39
Conventional,Sample watershed,SubArea,VFST,7,2010,1.49,1.46,1.44,-4,-11.52,-10.1,-20.2,-14.14,-9.9,-19.6,-16.4,9.7,15.2,-0.08,-0.24,-0.21,-0.42,-0.29,-0.21,-0.41,-0.34,74.37
Existing,Sample watershed,SubArea,VFST,7,2010,1.55,1.56,1.46,-4.12,-12.24,-9.6,-21,-14.16,-10.2,-19.8,-16.63,10.5,16.32,-0.09,-0.25,-0.2,-0.44,-0.29,-0.21,-0.41,-0.35,59.51
Conventional,Sample watershed,SubArea,VFST,8,2001,1.49,1.58,1.47,-4.04,-11.64,-9.6,-19.4,-13.52,-9.5,-19,-15.87,10,15.52,0,0,0,0,0,0,0,0,0.32
Existing,Sample watershed,SubArea,VFST,8,2001,1.49,1.5,1.46,-3.8,-12.24,-10.5,-20,-14.3,-10,-20.2,-16.83,10.1,15.36,0,0,0,0,0,0,0,0,0.31
Conventional,Sample watershed,SubArea,VFST,8,2002,1.49,1.49,1.49,-4,-11.88,-9.5,-19.6,-13.54,-9.8,-20,-16.63,9.9,16.8,0,0,0,0,0,0,0,0,0.37
Existing,Sample watershed,SubArea,VFST,8,2002,1.47,1.44,1.46,-4.04,-12,-10.1,-20.2,-14.14,-9.8,-20.8,-17.17,9.8,16.32,0,0,0,0,0,0,0,0,0.39
Conventional,Sample watershed,SubArea,VFST,8,2003,1.47,1.47,1.52,-4.16,-12,-10.3,-20.8,-14.5,-9.7,-20.8,-17.14,10.3,16.8,0,0,0,0,0,0,0,0,0.31
Existing,Sample watershed,SubArea,VFST,8,2003,1.43,1.43,1.52,-4.04,-12.24,-10.2,-20.2,-14.2,-10,-19.6,-16.43,9.9,16.16,0,0,0,0,0,0,0,0,0.34
Conventional,Sample watershed,SubArea,VFST,8,2004,1.52,1.46,1.46,-4.08,-11.64,-10.4,-20.8,-14.56,-9.9,-19.4,-16.27,10.3,16.8,0,0,0,0,0,0,0,0,0.31
Existing,Sample watershed,SubArea,VFST,8,2004,1.52,1.55,1.58,-4.12,-12.24,-9.6,-20.6,-14,-10.4,-19.2,-16.3,10.2,15.2,0,0,0,0,0,0,0,0,0.37
Conventional,Sample watershed,SubArea,VFST,8,2005,1.43,1.43,1.52,-3.84,-11.76,-9.7,-19,-13.42,-10.3,-20.6,-17.2,9.5,16.8,0,0,0,0,0,0,0,0,0.37
Existing,Sample watershed,SubArea,VFST,8,2005,1.52,1.58,1.49,-4.2,-12.6,-10.3,-20.2,-14.26,-10.1,-20.4,-17,9.8,16.16,0,0,0,0,0,0,0,0,0.31
Conventional,Sample watershed,SubArea,VFST,8,2006,1.55,1.58,1.53,-3.8,-12.12,-9.5,-19.2,-13.38,-10.2,-19.4,-16.36,10.5,16.32,0,0,0,0,0,0,0,0,0.26
Existing,Sample watershed,SubArea,VFST,8,2006,1.56,1.53,1.5,-3.8,-12,-9.8,-21,-14.28,-9.5,-20.4,-16.8,9.6,16.16,0,0,0,0,0,0,0,0,0.3
Conventional,Sample watershed,SubArea,VFST,8,2007,1.43,1.47,1.5,-3.92,-11.64,-10.2,-20,-14.12,-10.5,-20.8,-17.4,9.6,16,0,0,0,0,0,0,0,0,0.29
Existing,Sample watershed,SubArea,VFST,8,2007,1.47,1.49,1.56,-4,-11.64,-9.9,-20.8,-14.26,-10.1,-19.6,-16.47,9.7,16,0,0,0,0,0,0,0,0,0.34
Conventional,Sample watershed,SubArea,VFST,8,2008,1.49,1.56,1.49,-4.2,-11.76,-9.7,-20.6,-14.06,-9.9,-20.2,-16.8,10.1,16.64,0,0,0,0,0,0,0,0,0.36
Existing,Sample watershed,SubArea,VFST,8,2008,1.49,1.5,1.47,-4,-12.12,-10.3,-20.2,-14.26,-10.3,-21,-17.47,10.4,15.52,0,0,0,0,0,0,0,0,0.37
Conventional,Sample watershed,SubArea,VFST,8,2009,1.56,1.55,1.44,-4.2,-11.52,-9.9,-19.8,-13.86,-10.1,-20.2,-16.87,9.6,16.8,0,0,0,0,0,0,0,0,0.28
Existing,Sample watershed,SubArea,VFST,8,2009,1.43,1.56,1.5,-3.92,-11.4,-10.3,-21,-14.58,-9.6,-21,-17.24,10.5,16.48,0,0,0,0,0,0,0,0,0.4
Conventional,Sample watershed,SubArea,VFST,8,2010,1.5,1.5,1.43,-4.12,-11.76,-10,-20.6,-14.24,-9.5,-20.8,-17.07,9.8,16,0,0,0,0,0,0,0,0,0.38
Existing,Sample watershed,SubArea,VFST,8,2010,1.52,1.56,1.46,-3.92,-11.88,-10.2,-20,-14.12,-10.5,-19.2,-16.33,9.8,15.68,0,0,0,0,0,0,0,0,0.3
Conventional,Sample watershed,SubArea,VFST,12,2001,1.47,1.43,1.46,-4.04,-11.52,-9.7,-21,-14.22,-9.7,-20.2,-16.74,10.4,16.16,-0.23,-0.67,-0.56,-1.21,-0.82,-0.56,-1.17,-0.97,197.22
Existing,Sample watershed,SubArea,VFST,12,2001,1.47,1.43,1.5,-4.08,-12.48,-10.1,-19.6,-13.9,-10.1,-20,-16.73,10.5,16,-0.24,-0.72,-0.58,-1.13,-0.8,-0.58,-1.16,-0.97,179.79
Conventional,Sample watershed,SubArea,VFST,12,2002,1.44,1.55,1.56,-3.92,-12.48,-10.1,-19,-13.66,-9.5,-21,-17.21,10.3,16.16,-0.23,-0.72,-0.58,-1.1,-0.79,-0.55,-1.21,-0.99,168.96
Existing,Sample watershed,SubArea,VFST,12,2002,1.58,1.52,1.47,-4,-12.36,-10,-19,-13.6,-9.9,-20.4,-16.94,10.3,16.64,-0.23,-0.71,-0.58,-1.1,-0.79,-0.57,-1.18,-0.98,185.88
Conventional,Sample watershed,SubArea,VFST,12,2003,1.49,1.43,1.53,-4.16,-12,-9.8,-20.2,-13.96,-10.5,-19.2,-16.33,10.5,16.32,-0.24,-0.69,-0.57,-1.17,-0.81,-0.61,-1.11,-0.94,166.02
Existing,Sample watershed,SubArea,VFST,12,2003,1.5,1.49,1.55,-3.8,-12.48,-10.1,-21,-14.46,-9.5,-20.4,-16.8,9.7,15.36,-0.22,-0.72,-0.58,-1.21,-0.84,-0.55,-1.18,-0.97,174.72
Conventional,Sample watershed,SubArea,VFST,12,2004,1.52,1.43,1.55,-4.08,-11.52,-9.6,-20.2,-13.84,-9.5,-20,-16.54,9.9,16.48,-0.24,-0.67,-0.55,-1.17,-0.8,-0.55,-1.16,-0.96,158.56
Existing,Sample watershed,SubArea,VFST,12,2004,1.43,1.49,1.55,-3.8,-11.88,-10.3,-19.4,-13.94,-9.7,-20.2,-16.74,9.5,15.36,-0.22,-0.69,-0.6,-1.12,-0.81,-0.56,-1.17,-0.97,230.09
Conventional,Sample watershed,SubArea,VFST,12,2005,1.52,1.47,1.56,-3.92,-11.76,-9.6,-19,-13.36,-10,-19.2,-16.16,9.6,15.52,-0.23,-0.68,-0.55,-1.1,-0.77,-0.58,-1.11,-0.93,222.24
Existing,Sample watershed,SubArea,VFST,12,2005,1.49,1.56,1.43,-4.16,-11.88,-9.7,-20.2,-13.9,-9.7,-19,-15.93,10,15.68,-0.24,-0.69,-0.56,-1.17,-0.8,-0.56,-1.1,-0.92,161.97
Conventional,Sample watershed,SubArea,VFST,12,2006,1.58,1.58,1.55,-4.12,-12.6,-10.1,-20.8,-14.38,-9.7,-19.8,-16.47,9.5,15.52,-0.24,-0.73,-0.58,-1.2,-0.83,-0.56,-1.14,-0.95,175.03
Existing,Sample watershed,SubArea,VFST,12,2006,1.58,1.47,1.53,-3.84,-11.52,-9.7,-19.2,-13.5,-9.9,-19.8,-16.53,9.6,16.8,-0.22,-0.67,-0.56,-1.11,-0.78,-0.57,-1.14,-0.96,225.4
Conventional,Sample watershed,SubArea,VFST,12,2007,1.52,1.58,1.43,-3.96,-12.12,-10.4,-19.6,-14.08,-10.1,-20.6,-17.14,10,15.36,-0.23,-0.7,-0.6,-1.13,-0.81,-0.58,-1.19,-0.99,207.87
Existing,Sample watershed,SubArea,VFST,12,2007,1.43,1.5,1.53,-3.8,-11.76,-9.6,-20.4,-13.92,-9.9,-20,-16.67,9.8,15.36,-0.22,-0.68,-0.55,-1.18,-0.8,-0.57,-1.16,-0.96,200.27
Conventional,Sample watershed,SubArea,VFST,12,2008,1.44,1.46,1.5,-4.08,-12.36,-9.7,-20,-13.82,-10.5,-21,-17.54,10,16.48,-0.24,-0.71,-0.56,-1.16,-0.8,-0.61,-1.21,-1.01,194.49
Existing,Sample watershed,SubArea,VFST,12,2008,1.53,1.44,1.55,-3.88,-11.4,-10.5,-20.8,-14.62,-10.5,-19.8,-16.73,10.2,16.32,-0.22,-0.66,-0.61,-1.2,-0.84,-0.61,-1.14,-0.97,160.44
Conventional,Sample watershed,SubArea,VFST,12,2009,1.56,1.5,1.44,-4.2,-11.76,-9.6,-20.2,-13.84,-9.9,-20.6,-17.07,10.2,15.84,-0.24,-0.68,-0.55,-1.17,-0.8,-0.57,-1.19,-0.99,187.35
Existing,Sample watershed,SubArea,VFST,12,2009,1.47,1.5,1.43,-4,-11.88,-10.4,-20.6,-14.48,-9.5,-19.4,-16.13,10,16.16,-0.23,-0.69,-0.6,-1.19,-0.84,-0.55,-1.12,-0.93,158.44
Conventional,Sample watershed,SubArea,VFST,12,2010,1.49,1.46,1.53,-4.12,-12.6,-9.5,-19.6,-13.54,-9.9,-20.6,-17.07,10.4,16.16,-0.24,-0.73,-0.55,-1.13,-0.78,-0.57,-1.19,-0.99,171.57
Existing,Sample watershed,SubArea,VFST,12,2010,1.43,1.46,1.44,-3.84,-11.88,-10.5,-19.6,-14.14,-10.3,-20.2,-16.93,10.1,16.48,-0.22,-0.69,-0.61,-1.13,-0.82,-0.6,-1.17,-0.98,213.24
Conventional,Sample watershed,SubArea,VFST,13,2001,1.44,1.43,1.5,-4.04,-11.64,-10.3,-20,-14.18,-10.1,-19.8,-16.6,10.1,15.68,-0.06,-0.16,-0.14,-0.27,-0.19,-0.14,-0.27,-0.23,45.62
Existing,Sample watershed,SubArea,VFST,13,2001,1.49,1.56,1.58,-3.8,-12.6,-10.4,-19.6,-14.08,-9.7,-20.8,-17.14,9.8,16.48,-0.05,-0.17,-0.14,-0.27,-0.19,-0.13,-0.29,-0.24,55.11
Conventional,Sample watershed,SubArea,VFST,13,2002,1.55,1.43,1.44,-4,-11.4,-10,-20,-14,-9.8,-19.2,-16.1,10.3,16,-0.05,-0.16,-0.14,-0.27,-0.19,-0.13,-0.26,-0.22,49.56
Existing,Sample watershed,SubArea,VFST,13,2002,1.44,1.49,1.56,-3.88,-11.64,-10.5,-19.2,-13.98,-10.1,-19.6,-16.47,10.1,16.8,-0.05,-0.16,-0.14,-0.26,-0.19,-0.14,-0.27,-0.23,38.47
Conventional,Sample watershed,SubArea,VFST,13,2003,1.43,1.55,1.49,-3.88,-12,-9.9,-19,-13.54,-10.4,-21,-17.5,10.4,15.2,-0.05,-0.16,-0.14,-0.26,-0.19,-0.14,-0.29,-0.24,51.95
Existing,Sample watershed,SubArea,VFST,13,2003,1.5,1.58,1.58,-4.04,-11.52,-9.5,-19.2,-13.38,-10.4,-19.4,-16.43,9.9,16,-0.06,-0.16,-0.13,-0.26,-0.18,-0.14,-0.27,-0.23,49.67
Conventional,Sample watershed,SubArea,VFST,13,2004,1.52,1.5,1.58,-4.12,-11.4,-9.7,-19.6,-13.66,-9.7,-19.2,-16.07,10.4,16.32,-0.06,-0.16,-0.13,-0.27,-0.19,-0.13,-0.26,-0.22,44.16
Existing,Sample watershed,SubArea,VFST,13,2004,1.43,1.55,1.5,-4.08,-11.88,-10.4,-20.2,-14.32,-9.8,-19.2,-16.1,9.5,15.36,-0.06,-0.16,-0.14,-0.28,-0.2,-0.13,-0.26,-0.22,46.9
Conventional,Sample watershed,SubArea,VFST,13,2005,1.56,1.52,1.52,-4,-11.64,-10.4,-19.8,-14.16,-9.9,-19.6,-16.4,10.2,16,-0.05,-0.16,-0.14,-0.27,-0.19,-0.14,-0.27,-0.23,36.96
Existing,Sample watershed,SubArea,VFST,13,2005,1.44,1.49,1.43,-4.16,-11.52,-10.3,-19.8,-14.1,-9.7,-20.2,-16.74,10.5,16.64,-0.06,-0.16,-0.14,-0.27,-0.19,-0.13,-0.28,-0.23,38.18
Conventional,Sample watershed,SubArea,VFST,13,2006,1.46,1.55,1.55,-4,-12.12,-9.5,-20.4,-13.86,-9.8,-20.6,-17.04,9.7,15.84,-0.05,-0.17,-0.13,-0.28,-0.19,-0.13,-0.28,-0.23,51.04
Existing,Sample watershed,SubArea,VFST,13,2006,1.5,1.43,1.56,-4.16,-12.12,-10.4,-19.6,-14.08,-9.5,-20.2,-16.67,10.5,15.84,-0.06,-0.17,-0.14,-0.27,-0.19,-0.13,-0.28,-0.23,45.36
Conventional,Sample watershed,SubArea,VFST,13,2007,1.47,1.46,1.56,-3.84,-11.52,-9.6,-19,-13.36,-10.5,-21,-17.54,10,15.2,-0.05,-0.16,-0.13,-0.26,-0.18,-0.14,-0.29,-0.24,46.27
Existing,Sample watershed,SubArea,VFST,13,2007,1.49,1.52,1.43,-4.2,-12.24,-10.5,-19.8,-14.22,-9.6,-19,-15.9,10,15.36,-0.06,-0.17,-0.14,-0.27,-0.2,-0.13,-0.26,-0.22,41.07
Conventional,Sample watershed,SubArea,VFST,13,2008,1.52,1.44,1.49,-4,-12.24,-10,-20.2,-14.08,-10.5,-20,-16.87,10.5,16,-0.05,-0.17,-0.14,-0.28,-0.19,-0.14,-0.27,-0.23,44.96
Existing,Sample watershed,SubArea,VFST,13,2008,1.5,1.52,1.43,-4.04,-12.12,-10.2,-19.8,-14.04,-9.6,-20.8,-17.1,9.8,15.36,-0.06,-0.17,-0.14,-0.27,-0.19,-0.13,-0.29,-0.24,56.41
Conventional,Sample watershed,SubArea,VFST,13,2009,1.5,1.52,1.56,-3.84,-12.36,-9.5,-19.4,-13.46,-10.4,-21,-17.5,9.8,15.52,-0.05,-0.17,-0.13,-0.27,-0.18,-0.14,-0.29,-0.24,47.62
Existing,Sample watershed,SubArea,VFST,13,2009,1.47,1.55,1.58,-4.04,-11.76,-9.5,-19.6,-13.54,-10,-19.8,-16.57,9.7,16.32,-0.06,-0.16,-0.13,-0.27,-0.19,-0.14,-0.27,-0.23,36.43
Conventional,Sample watershed,SubArea,VFST,13,2010,1.53,1.47,1.5,-3.8,-11.76,-10.3,-19.2,-13.86,-10.1,-20,-16.73,9.5,15.36,-0.05,-0.16,-0.14,-0.26,-0.19,-0.14,-0.27,-0.23,39.09
Existing,Sample watershed,SubArea,VFST,13,2010,1.49,1.46,1.44,-4.08,-11.76,-9.7,-21,-14.22,-10,-20,-16.7,9.9,16.32,-0.06,-0.16,-0.13,-0.29,-0.2,-0.14,-0.27,-0.23,45.9
Conventional,Sample watershed,SubArea,VFST,14,2001,1.58,1.5,1.53,-4.16,-11.52,-9.6,-20.2,-13.84,-9.5,-19.8,-16.4,9.9,15.2,-0.69,-1.92,-1.6,-3.36,-2.3,-1.58,-3.29,-2.73,638.18
Existing,Sample watershed,SubArea,VFST,14,2001,1.43,1.5,1.58,-3.96,-12,-10.5,-19.2,-13.98,-10.5,-19,-16.2,10.1,16.16,-0.66,-2,-1.75,-3.19,-2.32,-1.75,-3.16,-2.69,447.04
Conventional,Sample watershed,SubArea,VFST,14,2002,1.55,1.55,1.44,-4.12,-12.36,-10.1,-19.8,-13.98,-9.5,-21,-17.21,9.6,15.2,-0.69,-2.06,-1.68,-3.29,-2.32,-1.58,-3.49,-2.86,509.25
Existing,Sample watershed,SubArea,VFST,14,2002,1.52,1.46,1.43,-3.84,-12,-10,-20.4,-14.16,-10.2,-19.4,-16.36,10.5,16.48,-0.64,-2,-1.66,-3.39,-2.35,-1.7,-3.23,-2.72,598.64
Conventional,Sample watershed,SubArea,VFST,14,2003,1.58,1.47,1.49,-4.2,-12.6,-9.7,-20.2,-13.9,-10.5,-19.2,-16.33,10,16.8,-0.7,-2.1,-1.61,-3.36,-2.31,-1.75,-3.19,-2.72,439.87
Existing,Sample watershed,SubArea,VFST,14,2003,1.46,1.5,1.46,-3.96,-11.76,-10.2,-20.6,-14.36,-10,-21,-17.37,10,16.64,-0.66,-1.96,-1.7,-3.43,-2.39,-1.66,-3.49,-2.89,635.44
Conventional,Sample watershed,SubArea,VFST,14,2004,1.49,1.44,1.56,-4.04,-11.52,-10.1,-20.2,-14.14,-9.9,-20.8,-17.2,9.8,15.68,-0.67,-1.92,-1.68,-3.36,-2.35,-1.65,-3.46,-2.86,640.78
Existing,Sample watershed,SubArea,VFST,14,2004,1.43,1.56,1.58,-4.12,-11.4,-10.2,-19,-13.72,-9.7,-19.6,-16.33,10.3,16.48,-0.69,-1.9,-1.7,-3.16,-2.28,-1.61,-3.26,-2.72,586.64
Conventional,Sample watershed,SubArea,VFST,14,2005,1.5,1.47,1.5,-3.88,-11.52,-10,-21,-14.4,-10.2,-20.2,-16.9,10.3,16.8,-0.65,-1.92,-1.66,-3.49,-2.39,-1.7,-3.36,-2.81,472.12
Existing,Sample watershed,SubArea,VFST,14,2005,1.53,1.58,1.44,-4.16,-11.52,-10.1,-20.8,-14.38,-9.8,-19.8,-16.5,10.1,16.16,-0.69,-1.92,-1.68,-3.46,-2.39,-1.63,-3.29,-2.74,499.36
Conventional,Sample watershed,SubArea,VFST,14,2006,1.47,1.49,1.44,-3.92,-11.88,-9.6,-20.2,-13.84,-9.6,-20.4,-16.84,9.9,16.32,-0.65,-1.98,-1.6,-3.36,-2.3,-1.6,-3.39,-2.8,604.71
Existing,Sample watershed,SubArea,VFST,14,2006,1.52,1.47,1.43,-4.04,-12,-10.2,-19.2,-13.8,-9.8,-21,-17.3,10.3,16.8,-0.67,-2,-1.7,-3.19,-2.29,-1.63,-3.49,-2.88,586.99
Conventional,Sample watershed,SubArea,VFST,14,2007,1.47,1.43,1.5,-4.16,-12,-9.9,-20.8,-14.26,-10.4,-19.6,-16.56,10,16.64,-0.69,-2,-1.65,-3.46,-2.37,-1.73,-3.26,-2.75,451.71
Existing,Sample watershed,SubArea,VFST,14,2007,1.56,1.52,1.52,-3.92,-11.88,-10.2,-20.8,-14.44,-10.1,-19.8,-16.6,10.4,16.64,-0.65,-1.98,-1.7,-3.46,-2.4,-1.68,-3.29,-2.76,441.63
Conventional,Sample watershed,SubArea,VFST,14,2008,1.56,1.5,1.47,-3.8,-11.76,-10.2,-19.6,-13.96,-9.7,-19.6,-16.33,9.8,15.2,-0.63,-1.96,-1.7,-3.26,-2.32,-1.61,-3.26,-2.72,521.46
Existing,Sample watershed,SubArea,VFST,14,2008,1.5,1.44,1.56,-4.04,-12.24,-10.4,-21,-14.64,-9.8,-19.6,-16.37,10.5,15.2,-0.67,-2.04,-1.73,-3.49,-2.43,-1.63,-3.26,-2.72,451.76
Conventional,Sample watershed,SubArea,VFST,14,2009,1.58,1.58,1.5,-4.08,-12.12,-9.7,-20,-13.82,-10.3,-20,-16.8,9.7,15.68,-0.68,-2.02,-1.61,-3.33,-2.3,-1.71,-3.33,-2.79,491.64
Existing,Sample watershed,SubArea,VFST,14,2009,1.43,1.52,1.55,-3.8,-12.12,-9.5,-21,-14.1,-10.2,-19.2,-16.23,10,16.32,-0.63,-2.02,-1.58,-3.49,-2.34,-1.7,-3.19,-2.7,631.52
Conventional,Sample watershed,SubArea,VFST,14,2010,1.49,1.47,1.46,-4.2,-12.24,-10.2,-20,-14.12,-10.2,-20.6,-17.17,10,16,-0.7,-2.04,-1.7,-3.33,-2.35,-1.7,-3.43,-2.85,519.57
